IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.213.208.51,8443,443,true,SIN,Asia Pacific,Singapore,62,4.18
47.83.17.161,2053,443,true,HKG,Asia Pacific,Hong Kong,100,4.17
8.222.156.242,2083,2083,true,SIN,Asia Pacific,Singapore,64,4.16
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,120,4.16
47.250.13.77,80,443,true,SIN,Asia Pacific,Singapore,27,4.15
47.250.14.44,80,443,true,SIN,Asia Pacific,Singapore,71,4.15
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,4.15
47.250.12.116,80,443,true,SIN,Asia Pacific,Singapore,66,4.14
8.210.89.245,2096,2096,true,HKG,Asia Pacific,Hong Kong,113,4.13
47.74.90.87,8443,443,true,SYD,Oceania,Sydney,131,4.12
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,85,4.12
47.74.91.29,8443,443,true,SYD,Oceania,Sydney,101,4.12
47.74.91.29,8443,443,true,SYD,Oceania,Sydney,98,4.12
47.236.197.190,8443,443,true,SIN,Asia Pacific,Singapore,123,4.11
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,59,4.11
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,91,4.11
47.74.90.87,8443,443,true,SYD,Oceania,Sydney,102,4.11
47.76.227.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,36,4.10
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,4.09
47.237.84.173,8443,8443,true,SIN,Asia Pacific,Singapore,86,4.09
47.83.17.161,2053,443,true,HKG,Asia Pacific,Hong Kong,94,4.09
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,75,4.09
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,4.09
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,69,4.08
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,88,4.07
8.218.142.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,4.07
8.219.237.250,443,443,true,SIN,Asia Pacific,Singapore,70,4.07
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,61,4.07
47.237.81.112,2053,2053,true,SIN,Asia Pacific,Singapore,28,4.07
47.243.243.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,4.07
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,4.07
8.219.235.164,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.05
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,86,4.05
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,86,4.05
47.76.166.41,443,443,true,HKG,Asia Pacific,Hong Kong,39,4.05
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,4.05
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,64,4.05
47.237.83.20,2083,2083,true,SIN,Asia Pacific,Singapore,30,4.04
47.236.202.91,8443,8443,true,SIN,Asia Pacific,Singapore,70,4.04
8.218.178.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,4.03
8.222.181.117,2053,2053,true,SIN,Asia Pacific,Singapore,93,4.03
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.03
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,4.02
47.76.233.67,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,4.02
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,68,4.02
47.236.149.107,8443,8443,true,SIN,Asia Pacific,Singapore,69,4.01
8.218.74.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,4.01
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,4.01
8.218.1.163,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,4.01
8.211.2.2,8443,443,true,FRA,Europe,Frankfurt,185,4.01
8.210.48.107,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,4.00
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,4.00
47.238.43.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,3.99
8.218.173.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,3.98
47.239.12.227,80,443,true,SIN,Asia Pacific,Singapore,65,3.98
47.243.90.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,3.97
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,3.97
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,3.97
47.238.138.232,80,443,true,CGK,Asia Pacific,Jakarta,73,3.97
47.76.213.245,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,3.97
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,78,3.96
8.219.78.1,2053,2053,true,SIN,Asia Pacific,Singapore,58,3.96
47.76.100.62,443,443,true,HKG,Asia Pacific,Hong Kong,82,3.96
8.219.83.71,2053,2053,true,SIN,Asia Pacific,Singapore,83,3.95
47.76.146.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,3.95
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,3.95
47.250.153.55,80,443,true,SIN,Asia Pacific,Singapore,71,3.95
47.243.118.63,443,443,true,HKG,Asia Pacific,Hong Kong,54,3.95
47.76.62.62,8443,443,true,HKG,Asia Pacific,Hong Kong,76,3.95
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,56,3.94
47.236.237.90,2087,2087,true,SIN,Asia Pacific,Singapore,70,3.93
47.76.62.62,8443,443,true,HKG,Asia Pacific,Hong Kong,52,3.93
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,68,3.93
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,78,3.93
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,53,3.93
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,3.93
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,65,3.93
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,71,3.93
8.217.181.213,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.92
8.217.50.252,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,3.92
47.238.48.58,80,443,true,SIN,Asia Pacific,Singapore,42,3.92
8.219.6.150,2096,2096,true,SIN,Asia Pacific,Singapore,64,3.92
47.76.222.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,3.92
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,57,3.91
47.250.152.108,8443,443,true,SIN,Asia Pacific,Singapore,47,3.91
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,3.91
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,79,3.91
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,58,3.91
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,69,3.90
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,21,3.90
47.243.139.85,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,3.90
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,50,3.89
47.243.206.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,3.89
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,102,3.89
8.211.2.2,8443,443,true,FRA,Europe,Frankfurt,154,3.88
8.218.181.189,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,3.88
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,34,3.87
8.222.144.50,2087,2087,true,SIN,Asia Pacific,Singapore,99,3.87
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,3.87
8.219.229.190,2053,2053,true,SIN,Asia Pacific,Singapore,95,3.87
47.76.225.255,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,3.87
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,44,3.86
8.210.207.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.86
47.237.10.1,2087,2087,true,SIN,Asia Pacific,Singapore,52,3.86
8.222.136.247,2096,2096,true,SIN,Asia Pacific,Singapore,66,3.86
8.218.1.163,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,3.86
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,84,3.85
47.237.125.8,2087,2087,true,SIN,Asia Pacific,Singapore,67,3.84
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,3.84
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,3.84
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,95,3.84
47.237.125.8,2053,2053,true,SIN,Asia Pacific,Singapore,46,3.84
8.210.192.93,2053,2053,true,HKG,Asia Pacific,Hong Kong,173,3.83
47.76.233.67,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,3.83
47.76.214.139,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,3.83
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,3.82
47.237.125.8,8443,8443,true,SIN,Asia Pacific,Singapore,111,3.82
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,3.82
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,112,3.82
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,113,3.81
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,81,3.81
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,57,3.81
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,51,3.81
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,43,3.80
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,3.80
47.238.43.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,3.80
47.250.36.113,80,443,true,SIN,Asia Pacific,Singapore,46,3.79
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.79
47.245.142.16,8443,443,true,FRA,Europe,Frankfurt,176,3.79
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,121,3.78
47.76.214.139,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,3.78
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,3.78
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,3.77
8.209.217.106,443,443,true,NRT,Asia Pacific,Tokyo,82,3.77
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,63,3.77
8.211.54.130,443,443,true,FRA,Europe,Frankfurt,153,3.76
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,3.76
8.211.54.130,443,443,true,FRA,Europe,Frankfurt,153,3.76
8.217.145.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,3.76
47.237.94.140,2096,2096,true,SIN,Asia Pacific,Singapore,67,3.76
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.76
8.222.156.242,8443,8443,true,SIN,Asia Pacific,Singapore,185,3.76
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,3.76
47.239.13.168,80,443,true,SIN,Asia Pacific,Singapore,90,3.76
47.250.13.77,80,443,true,SIN,Asia Pacific,Singapore,50,3.75
47.236.149.107,2087,2087,true,SIN,Asia Pacific,Singapore,77,3.75
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,62,3.74
47.238.52.240,80,443,true,SIN,Asia Pacific,Singapore,67,3.74
8.219.229.190,2083,2083,true,SIN,Asia Pacific,Singapore,96,3.74
47.243.18.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.74
47.76.233.67,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,3.74
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,3.74
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,78,3.73
8.210.48.107,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,3.73
8.218.87.104,443,443,true,HKG,Asia Pacific,Hong Kong,58,3.73
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,3.71
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,7,3.71
47.250.14.44,80,443,true,SIN,Asia Pacific,Singapore,52,3.71
47.236.232.148,2053,2053,true,SIN,Asia Pacific,Singapore,59,3.70
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,3.70
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,3.69
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,61,3.69
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,66,3.69
47.238.52.240,80,443,true,SIN,Asia Pacific,Singapore,47,3.68
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,3.68
8.217.121.207,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,3.68
8.222.134.170,2083,2083,true,SIN,Asia Pacific,Singapore,62,3.68
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,86,3.68
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,86,3.67
47.76.26.26,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,3.66
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,3.66
47.238.138.232,80,443,true,CGK,Asia Pacific,Jakarta,48,3.66
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,36,3.66
8.210.203.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,3.65
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,3.65
47.236.146.249,8443,8443,true,SIN,Asia Pacific,Singapore,92,3.65
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,58,3.65
47.237.95.146,2096,2096,true,SIN,Asia Pacific,Singapore,43,3.63
47.76.245.164,80,443,true,SIN,Asia Pacific,Singapore,69,3.63
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.62
8.219.235.164,2096,2096,true,SIN,Asia Pacific,Singapore,83,3.62
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,3.60
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,81,3.60
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,90,3.59
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,88,3.59
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,68,3.58
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,56,3.58
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,67,3.58
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,56,3.58
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,3.56
8.218.222.36,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,3.56
47.236.232.148,2087,2087,true,SIN,Asia Pacific,Singapore,69,3.55
8.218.53.110,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,3.55
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,3.54
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,3.53
8.208.11.119,8443,443,true,LHR,Europe,London,195,3.53
47.250.50.53,80,443,true,SIN,Asia Pacific,Singapore,67,3.53
8.219.110.81,2083,2083,true,SIN,Asia Pacific,Singapore,78,3.52
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,3.52
8.210.43.213,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.51
8.219.163.195,8443,8443,true,SIN,Asia Pacific,Singapore,85,3.51
47.76.225.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,3.50
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,3.50
47.250.12.116,80,443,true,SIN,Asia Pacific,Singapore,67,3.50
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,45,3.50
47.239.13.168,80,443,true,SIN,Asia Pacific,Singapore,51,3.49
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,55,3.49
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,32,3.49
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,158,3.48
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,98,3.48
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,80,3.48
47.243.70.186,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,3.48
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,114,3.47
8.222.137.192,2083,2083,true,SIN,Asia Pacific,Singapore,46,3.46
47.250.36.83,80,443,true,SIN,Asia Pacific,Singapore,65,3.46
8.217.147.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,3.45
47.243.74.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,119,3.45
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,51,3.45
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,3.43
8.222.180.86,2053,2053,true,SIN,Asia Pacific,Singapore,63,3.42
8.208.11.119,8443,443,true,LHR,Europe,London,189,3.42
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,3.42
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,87,3.42
8.222.222.64,8443,8443,true,SIN,Asia Pacific,Singapore,56,3.42
47.236.189.92,2087,2087,true,SIN,Asia Pacific,Singapore,94,3.42
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,78,3.41
8.218.65.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,115,3.41
8.210.207.214,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,3.41
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,3.41
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,83,3.40
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,3.40
47.242.183.7,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,3.39
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,3.38
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,71,3.38
47.250.36.113,80,443,true,SIN,Asia Pacific,Singapore,47,3.38
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,3.37
47.250.159.36,80,443,true,SIN,Asia Pacific,Singapore,87,3.36
47.237.100.206,2096,2096,true,SIN,Asia Pacific,Singapore,55,3.36
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,64,3.36
47.250.149.42,80,443,true,SIN,Asia Pacific,Singapore,60,3.35
8.208.11.119,8443,443,true,LHR,Europe,London,197,3.35
47.236.180.24,2083,2083,true,SIN,Asia Pacific,Singapore,97,3.35
47.236.80.110,2053,2053,true,SIN,Asia Pacific,Singapore,99,3.35
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,39,3.35
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,3.34
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,101,3.34
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,3.34
47.250.36.83,80,443,true,SIN,Asia Pacific,Singapore,45,3.33
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,3.33
8.217.127.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,103,3.33
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,55,3.32
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,71,3.32
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,3.32
8.210.174.156,2053,2053,true,HKG,Asia Pacific,Hong Kong,111,3.30
47.76.213.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,3.30
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,67,3.30
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,3.29
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.29
8.219.229.190,2053,2053,true,SIN,Asia Pacific,Singapore,56,3.29
47.236.9.152,8443,8443,true,SIN,Asia Pacific,Singapore,46,3.28
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,81,3.28
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,53,3.28
8.219.78.1,8443,8443,true,SIN,Asia Pacific,Singapore,83,3.26
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,3.26
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,36,3.25
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,50,3.24
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,97,3.23
47.237.95.146,2087,2087,true,SIN,Asia Pacific,Singapore,36,3.23
8.217.250.5,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,3.23
47.242.42.153,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,3.22
8.219.1.92,2087,2087,true,SIN,Asia Pacific,Singapore,52,3.21
47.90.141.204,443,443,true,LAX,North America,Los Angeles,287,3.20
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,3.20
47.253.130.14,8443,443,true,IAD,North America,Ashburn,299,3.19
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,52,3.19
47.236.149.107,2053,2053,true,SIN,Asia Pacific,Singapore,87,3.18
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,63,3.17
8.210.85.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,3.14
8.218.74.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,3.14
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,87,3.14
47.76.225.255,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,3.14
47.237.95.140,8443,8443,true,SIN,Asia Pacific,Singapore,84,3.12
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,3.12
8.222.128.32,443,443,true,SIN,Asia Pacific,Singapore,77,3.12
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,90,3.12
47.242.157.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,3.11
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,91,3.11
47.76.159.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,3.10
8.218.98.75,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,3.08
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,3.07
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,97,3.07
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,39,3.06
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,79,3.06
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,3.05
8.217.147.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,3.05
47.250.157.38,80,443,true,SIN,Asia Pacific,Singapore,52,3.05
47.237.95.146,8443,8443,true,SIN,Asia Pacific,Singapore,82,3.05
47.243.18.199,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,3.04
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,3.03
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,95,3.02
8.218.142.253,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,3.00
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,3.00
47.89.149.186,8443,443,true,IAD,North America,Ashburn,235,2.98
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,72,2.98
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,75,2.97
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,103,2.97
8.218.65.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,2.96
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,2.96
47.242.7.162,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,2.96
47.236.17.193,2083,2083,true,SIN,Asia Pacific,Singapore,93,2.96
47.250.155.240,80,443,true,SIN,Asia Pacific,Singapore,67,2.95
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,93,2.95
47.236.9.152,2096,2096,true,SIN,Asia Pacific,Singapore,44,2.95
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,68,2.94
47.237.95.156,8443,8443,true,SIN,Asia Pacific,Singapore,47,2.94
8.210.43.213,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,2.94
8.210.42.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,2.93
8.210.118.122,443,443,true,HKG,Asia Pacific,Hong Kong,79,2.93
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,2.92
