IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.105.16.237,443,80,false,SEA,North America,Seattle,164,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,164,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,164,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,165,0.00
34.105.16.237,80,80,false,SEA,North America,Seattle,165,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,166,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,166,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,167,0.00
34.105.16.237,80,80,false,SEA,North America,Seattle,167,0.00
34.105.16.237,80,80,false,SEA,North America,Seattle,168,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,168,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,168,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,168,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,169,0.00
34.105.16.237,443,80,false,SEA,North America,Seattle,170,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,170,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,172,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,173,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,178,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,179,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,179,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,179,0.00
34.175.161.245,2082,80,false,MAD,Europe,Madrid,179,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,179,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,179,0.00
34.175.161.245,2083,80,false,MAD,Europe,Madrid,179,0.00
34.175.161.245,2086,80,false,MAD,Europe,Madrid,179,0.00
34.175.244.157,2082,80,false,MAD,Europe,Madrid,180,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,180,0.00
34.175.244.157,2095,80,false,MAD,Europe,Madrid,180,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,180,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,180,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,180,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,180,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,181,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,181,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,181,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,181,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,181,0.00
34.175.161.245,2096,80,false,MAD,Europe,Madrid,181,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,181,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,181,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,181,0.00
34.175.161.245,2087,80,false,MAD,Europe,Madrid,182,0.00
34.175.244.157,2087,80,false,MAD,Europe,Madrid,182,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,182,0.00
34.175.244.157,2086,80,false,MAD,Europe,Madrid,182,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,182,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,182,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,183,0.00
34.175.244.157,2096,80,false,MAD,Europe,Madrid,183,0.00
34.175.161.245,2095,80,false,MAD,Europe,Madrid,186,0.00
34.175.244.157,2083,80,false,MAD,Europe,Madrid,188,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,190,0.00
35.188.87.85,80,8080,false,ORD,North America,Chicago,196,0.00
34.64.46.166,443,443,true,NRT,Asia Pacific,Tokyo,200,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,200,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,201,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,205,0.00
35.223.153.213,8080,80,false,ORD,North America,Chicago,208,0.00
34.132.249.182,8080,80,false,ORD,North America,Chicago,209,0.00
35.239.252.197,80,80,false,ORD,North America,Chicago,212,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,227,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,227,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,232,0.00
